symbol,exchange,datetime,open,high,low,close,volume,open_interest
TF888,CFFEX,2020-08-03 14:03:00,100.46499999999999,100.475,100.46499999999999,100.475,80.0,38247.0
TF888,CFFEX,2020-08-03 14:04:00,100.475,100.475,100.46499999999999,100.47,23.0,38251.0
TF888,CFFEX,2020-08-03 14:05:00,100.47,100.47999999999999,100.47,100.47999999999999,44.0,38264.0
TF888,CFFEX,2020-08-03 14:06:00,100.47999999999999,100.485,100.475,100.485,47.0,38264.0
TF888,CFFEX,2020-08-03 14:07:00,100.485,100.49499999999999,100.475,100.47999999999999,105.0,38273.0
TF888,CFFEX,2020-08-03 14:08:00,100.47999999999999,100.47999999999999,100.47999999999999,100.47999999999999,24.0,38260.0
TF888,CFFEX,2020-08-03 14:09:00,100.475,100.475,100.46,100.46,37.0,38255.0
TF888,CFFEX,2020-08-03 14:10:00,100.46,100.46499999999999,100.455,100.455,70.0,38285.0
TF888,CFFEX,2020-08-03 14:11:00,100.455,100.46499999999999,100.455,100.46,16.0,38286.0
TF888,CFFEX,2020-08-03 14:12:00,100.46,100.46,100.44999999999999,100.44999999999999,51.0,38281.0
TF888,CFFEX,2020-08-03 14:13:00,100.44999999999999,100.455,100.44999999999999,100.455,53.0,38265.0
TF888,CFFEX,2020-08-03 14:14:00,100.455,100.46,100.44999999999999,100.455,68.0,38274.0
TF888,CFFEX,2020-08-03 14:15:00,100.455,100.47999999999999,100.455,100.47999999999999,136.0,38330.0
TF888,CFFEX,2020-08-03 14:16:00,100.47999999999999,100.485,100.47,100.47,70.0,38335.0
TF888,CFFEX,2020-08-03 14:17:00,100.47,100.475,100.47,100.47,55.0,38342.0
TF888,CFFEX,2020-08-03 14:18:00,100.47,100.475,100.44999999999999,100.455,84.0,38316.0
TF888,CFFEX,2020-08-03 14:19:00,100.455,100.47999999999999,100.44999999999999,100.47999999999999,74.0,38312.0
TF888,CFFEX,2020-08-03 14:20:00,100.47999999999999,100.49,100.47,100.49,107.0,38309.0
TF888,CFFEX,2020-08-03 14:21:00,100.49,100.49,100.475,100.475,65.0,38300.0
TF888,CFFEX,2020-08-03 14:22:00,100.475,100.485,100.475,100.485,48.0,38276.0
TF888,CFFEX,2020-08-03 14:23:00,100.485,100.49499999999999,100.485,100.49499999999999,121.0,38262.0
TF888,CFFEX,2020-08-03 14:24:00,100.49499999999999,100.49499999999999,100.475,100.485,105.0,38275.0
TF888,CFFEX,2020-08-03 14:25:00,100.485,100.485,100.47,100.475,48.0,38265.0
TF888,CFFEX,2020-08-03 14:26:00,100.475,100.49499999999999,100.475,100.49,101.0,38232.0
TF888,CFFEX,2020-08-03 14:27:00,100.49,100.515,100.49,100.50999999999999,134.0,38179.0
TF888,CFFEX,2020-08-03 14:28:00,100.505,100.545,100.505,100.545,214.0,38154.0
TF888,CFFEX,2020-08-03 14:29:00,100.545,100.55499999999999,100.545,100.55499999999999,182.0,38139.0
TF888,CFFEX,2020-08-03 14:30:00,100.55499999999999,100.56,100.55499999999999,100.55499999999999,166.0,38102.0
TF888,CFFEX,2020-08-03 14:31:00,100.55499999999999,100.56,100.55,100.56,207.0,38089.0
TF888,CFFEX,2020-08-03 14:32:00,100.56,100.565,100.55,100.55,115.0,38088.0
TF888,CFFEX,2020-08-03 14:33:00,100.55,100.55,100.53999999999999,100.545,216.0,38135.0
TF888,CFFEX,2020-08-03 14:34:00,100.545,100.55,100.53,100.535,48.0,38139.0
TF888,CFFEX,2020-08-03 14:35:00,100.535,100.535,100.52,100.52499999999999,138.0,38098.0
TF888,CFFEX,2020-08-03 14:36:00,100.52499999999999,100.53,100.515,100.52499999999999,104.0,38083.0
TF888,CFFEX,2020-08-03 14:37:00,100.52499999999999,100.52499999999999,100.49499999999999,100.49499999999999,135.0,38071.0
TF888,CFFEX,2020-08-03 14:38:00,100.49499999999999,100.49499999999999,100.475,100.475,265.0,37970.0
TF888,CFFEX,2020-08-03 14:39:00,100.475,100.49499999999999,100.47,100.49,147.0,37919.0
TF888,CFFEX,2020-08-03 14:40:00,100.49,100.49499999999999,100.47999999999999,100.47999999999999,95.0,37901.0
TF888,CFFEX,2020-08-03 14:41:00,100.47999999999999,100.47999999999999,100.475,100.475,52.0,37919.0
TF888,CFFEX,2020-08-03 14:42:00,100.47,100.47999999999999,100.47,100.47999999999999,46.0,37891.0
TF888,CFFEX,2020-08-03 14:43:00,100.47999999999999,100.485,100.47999999999999,100.47999999999999,54.0,37902.0
TF888,CFFEX,2020-08-03 14:44:00,100.47999999999999,100.47999999999999,100.47999999999999,100.47999999999999,20.0,37885.0
TF888,CFFEX,2020-08-03 14:45:00,100.47999999999999,100.47999999999999,100.47,100.475,26.0,37886.0
TF888,CFFEX,2020-08-03 14:46:00,100.47999999999999,100.47999999999999,100.475,100.475,15.0,37879.0
TF888,CFFEX,2020-08-03 14:47:00,100.475,100.475,100.47,100.47,32.0,37853.0
TF888,CFFEX,2020-08-03 14:48:00,100.47,100.47,100.445,100.44999999999999,100.0,37837.0
TF888,CFFEX,2020-08-03 14:49:00,100.44999999999999,100.46499999999999,100.44999999999999,100.46499999999999,129.0,37812.0
TF888,CFFEX,2020-08-03 14:50:00,100.46499999999999,100.475,100.46499999999999,100.475,62.0,37779.0
TF888,CFFEX,2020-08-03 14:51:00,100.475,100.475,100.46499999999999,100.46499999999999,38.0,37777.0
TF888,CFFEX,2020-08-03 14:52:00,100.46499999999999,100.46499999999999,100.455,100.455,52.0,37766.0
TF888,CFFEX,2020-08-03 14:53:00,100.455,100.46499999999999,100.455,100.46499999999999,50.0,37759.0
TF888,CFFEX,2020-08-03 14:54:00,100.46499999999999,100.46499999999999,100.46,100.46499999999999,25.0,37746.0
TF888,CFFEX,2020-08-03 14:55:00,100.46,100.46499999999999,100.46,100.46499999999999,33.0,37746.0
TF888,CFFEX,2020-08-03 14:56:00,100.46499999999999,100.46499999999999,100.44999999999999,100.44999999999999,65.0,37759.0
TF888,CFFEX,2020-08-03 14:57:00,100.44999999999999,100.455,100.44999999999999,100.455,33.0,37747.0
TF888,CFFEX,2020-08-03 14:58:00,100.455,100.46499999999999,100.44999999999999,100.44999999999999,79.0,37740.0
TF888,CFFEX,2020-08-03 14:59:00,100.44999999999999,100.455,100.44999999999999,100.455,27.0,37743.0
TF888,CFFEX,2020-08-03 15:00:00,100.455,100.455,100.44,100.44,47.0,37729.0
TF888,CFFEX,2020-08-03 15:01:00,100.44,100.44,100.42999999999999,100.42999999999999,58.0,37715.0
TF888,CFFEX,2020-08-03 15:02:00,100.42999999999999,100.445,100.42999999999999,100.445,64.0,37716.0
TF888,CFFEX,2020-08-03 15:03:00,100.445,100.44999999999999,100.44,100.44999999999999,71.0,37724.0
TF888,CFFEX,2020-08-03 15:04:00,100.44999999999999,100.44999999999999,100.435,100.435,36.0,37705.0
TF888,CFFEX,2020-08-03 15:05:00,100.435,100.44,100.42999999999999,100.435,90.0,37732.0
TF888,CFFEX,2020-08-03 15:06:00,100.44,100.44999999999999,100.44,100.44999999999999,39.0,37712.0
TF888,CFFEX,2020-08-03 15:07:00,100.44999999999999,100.44999999999999,100.445,100.445,17.0,37702.0
TF888,CFFEX,2020-08-03 15:08:00,100.445,100.455,100.445,100.455,91.0,37695.0
TF888,CFFEX,2020-08-03 15:09:00,100.455,100.455,100.44999999999999,100.455,49.0,37673.0
TF888,CFFEX,2020-08-03 15:10:00,100.44999999999999,100.44999999999999,100.445,100.445,47.0,37656.0
TF888,CFFEX,2020-08-03 15:11:00,100.445,100.445,100.44,100.44,54.0,37636.0
TF888,CFFEX,2020-08-03 15:12:00,100.44,100.44,100.42999999999999,100.435,45.0,37634.0
TF888,CFFEX,2020-08-03 15:13:00,100.435,100.44,100.42999999999999,100.435,74.0,37611.0
TF888,CFFEX,2020-08-03 15:14:00,100.435,100.445,100.42999999999999,100.445,126.0,37515.0
TF888,CFFEX,2020-08-04 09:30:00,100.405,100.42,100.365,100.375,296.0,37544.0
TF888,CFFEX,2020-08-04 09:31:00,100.365,100.365,100.335,100.345,241.0,37495.0
TF888,CFFEX,2020-08-04 09:32:00,100.33999999999999,100.33999999999999,100.3,100.32,250.0,37472.0
